common_name,scientific_name,set,power_color,power_category,power_text,predator,flocking,bonus_card,victory_points,nest_type,egg_capacity,wingspan,forest,grassland,wetland,invertebrate,seed,fish,fruit,rodent,nectar,any_food,food_cost_div,food_cost_mul,total_food_cost,anatomist,cartographer,historian,photographer,backyard_birder,bird_bander,bird_counter,bird_feeder,diet_specialist,enclosure_builder,falconer,fishery_manager,food_web_expert,forester,large_bird_specialist,nest_box_builder,omnivore_expert,passerine_specialist,platform_builder,prairie_manager,rodentologist,viticulturalist,wetland_scientist,wildlife_gardener
Common Starling,Sturnus vulgaris,european,Teal,Flocking,"Discard up to 5 [wild] from your supply. For each, tuck 1 [card] from the deck behind this bird.",FALSE,TRUE,FALSE,3,Cavity,4,38,FALSE,TRUE,TRUE,1,1,0,1,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Common Swift,Apus apus,european,Teal,Flocking,"Discard up to 5 [invertebrate] from your supply. For each, tuck 1 [card] from the deck behind this bird.",FALSE,TRUE,FALSE,5,Cavity,2,46,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Common Yellowthroat,Geothlypis trichas,core,Brown,Card-drawing,"Draw 2 [card]. If you do, discard 1 [card] from your hand at the end of your turn.",FALSE,FALSE,FALSE,1,Bowl,4,18,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,FALSE,FALSE,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Cooper's Hawk,Accipiter cooperii,core,Brown,Hunting/Fishing,"Look at a [card] from the deck. If <75cm, tuck it behind this bird. If not, discard it.",TRUE,FALSE,FALSE,3,Platform,2,79,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Corsican Nuthatch,Sitta whiteheadi,european,White,Other,Draw 1 new bonus card. Then gain 1 [die] from the birdfeeder.,FALSE,FALSE,TRUE,4,Cavity,2,21,TRUE,FALSE,FALSE,0,2,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Count Raggi's Bird-of-Paradise,Paradisaea raggiana,oceania,Brown,Egg-laying,Choose 1 other player. You both gain 1 [fruit] from the supply.,FALSE,FALSE,FALSE,7,Bowl,2,22,TRUE,FALSE,FALSE,1,0,0,2,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Crested Pigeon,Ocyphaps lophotes,oceania,Yellow,Egg-laying,Cache up to 8 [seed] from your supply on this bird.,FALSE,FALSE,FALSE,3,Platform,4,45,FALSE,TRUE,FALSE,0,1,0,0,0,0,0,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Crimson Chat,Epthianura tricolor,oceania,Brown,Food-related,Discard 1 [wild] to tuck 1 [card] from the deck behind this bird.,FALSE,TRUE,FALSE,4,Bowl,2,19,FALSE,TRUE,FALSE,1,1,0,1,0,0,0,TRUE,FALSE,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Dark-Eyed Junco,Junco hyemalis,core,Brown,Flocking,"Tuck a [card] from your hand behind this bird. If you do, gain 1 [seed] from the supply.",FALSE,TRUE,FALSE,3,Ground,3,23,TRUE,TRUE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dickcissel,Spiza americana,core,Brown,Flocking,"Tuck a [card] from your hand behind this bird. If you do, also lay 1 [egg] on this bird.",FALSE,TRUE,FALSE,4,Ground,3,25,FALSE,TRUE,FALSE,1,2,0,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Double-Crested Cormorant,Phalacrocorax auritus,core,Brown,Flocking,Discard [fish] to tuck 2 [card] from the deck behind this bird.,FALSE,TRUE,FALSE,3,Platform,3,132,FALSE,FALSE,TRUE,0,0,1,0,0,0,1,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Downy Woodpecker,Picoides pubescens,core,White,Other,Play a second bird in your [forest]. Pay its normal cost.,FALSE,FALSE,FALSE,3,Cavity,2,30,TRUE,FALSE,FALSE,1,1,0,1,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Dunnock,Prunella modularis,european,Teal,Egg-laying,"Choose 1 other player. For each action cube on their [grassland], lay 1 [egg] on this bird.",FALSE,FALSE,FALSE,1,Bowl,4,20,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eastern Bluebird,Sialia sialis,core,White,Other,Play a second bird in your [grassland]. Pay its normal cost.,FALSE,FALSE,FALSE,4,Cavity,5,33,FALSE,TRUE,FALSE,1,0,0,1,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Eastern Imperial Eagle,Aquila heliaca,european,White,Hunting and Fishing,"For each [rodent] in this bird's cost, you may pay 1 [card] from your hand instead. If you do, tuck the paid [card] behind this card.",TRUE,FALSE,FALSE,7,Platform,2,200,FALSE,TRUE,FALSE,0,0,0,0,3,0,0,FALSE,TRUE,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Eastern Kingbird,Tyrannus tyrannus,core,Pink,Food from Supply,"When another player plays a [forest] bird, gain 1 [invertebrate] from the supply.",FALSE,FALSE,FALSE,2,Bowl,2,38,TRUE,TRUE,TRUE,1,0,0,1,0,0,0,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Eastern Phoebe,Sayornis phoebe,core,Brown,Food from Supply,All players gain 1 [invertebrate] from the supply.,FALSE,FALSE,FALSE,3,Wild,4,28,TRUE,TRUE,TRUE,1,0,0,1,0,0,0,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Eastern Rosella,Platycercus eximius,oceania,Brown,Flocking,All players gain 1 [nectar] from the supply. You also gain 1 [seed] from the supply.,FALSE,FALSE,FALSE,4,Cavity,3,48,TRUE,TRUE,FALSE,0,1,0,0,0,2,0,FALSE,FALSE,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Eastern Screech Owl,Megascops asio,core,Brown,Hunting/Fishing,"Roll all dice not in birdfeeder. If any are [rodent], gain 1 [rodent] and cache it on this card.",TRUE,FALSE,FALSE,4,Cavity,2,51,TRUE,FALSE,FALSE,1,0,0,0,1,0,0,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Eastern Whipbird,Psophodes olivaceus,oceania,Brown,Food-related,Choose 1 other player. You both gain 1 [seed] from the supply.,FALSE,FALSE,FALSE,5,Bowl,2,30,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eleonora's Falcon,Falco eleonorae,european,Brown,Egg-laying,"Roll all dice not in the birdfeeder. If any are [rodent], place 1 [egg] on this card.",FALSE,FALSE,FALSE,6,Ground,2,95,FALSE,FALSE,TRUE,1,0,0,0,1,0,0,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Emu,Dromaius novaehollandiae,oceania,Brown,Food-related,"Gain all [seed] that are in the birdfeeder. Keep half (rounded up), then choose how to distribute the remainder among the other player(s).",FALSE,FALSE,FALSE,4,Ground,6,NA,TRUE,TRUE,TRUE,1,1,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Eurasian Collared-Dove,Streptopelia decaocto,european,Teal,Flocking,"Discard up to 5 [wild] from your supply. For each, tuck 1 [card] from the deck behind this bird.",FALSE,TRUE,FALSE,5,Platform,2,52,FALSE,TRUE,FALSE,0,1,0,1,0,0,0,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Eurasian Golden Oriole,Oriolus oriolus,european,Pink,Food-related,"When another player takes the ""gain food"" action, gain 1 [invertebrate] or [fruit] from the birdfeeder at the end of their turn.",FALSE,FALSE,FALSE,4,Wild,2,46,TRUE,TRUE,FALSE,1,0,0,1,0,0,1,FALSE,FALSE,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Eurasian Green Woodpecker,Picus viridis,european,Teal,Other,"This bird counts double toward the end-of-round goal, if it qualifies for the goal.",FALSE,FALSE,FALSE,4,Cavity,3,48,TRUE,TRUE,FALSE,0,1,0,1,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Eurasian Hobby,Falco subbuteo,european,White,Hunting and fishing,"Instead of paying any costs, you may play this bird on top of another bird on your player mat. Discard any eggs and food from that bird. It becomes a tucked card.",TRUE,FALSE,FALSE,4,Platform,2,75,TRUE,TRUE,TRUE,1,0,0,0,1,0,0,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Eurasian Jay,Garrulus glandarius,european,Brown,Food-related,Steal 1 [seed] from another player's supply and cache it on this bird. They gain 1 [die] from the birdfeeder.,FALSE,FALSE,FALSE,4,Bowl,3,56,TRUE,FALSE,FALSE,1,1,0,0,0,0,1,FALSE,FALSE,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eurasian Magpie,Pica pica,european,Teal,Food-related,"Choose 1 other player. For each action cube in their [grassland], cache 1 [wild] from the supply on any of your birds.",FALSE,FALSE,FALSE,1,Platform,3,56,FALSE,TRUE,FALSE,1,0,0,0,0,0,1,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Eurasian Nutcracker,Nucifraga caryocatactes,european,Brown,Food-related,Choose 1-5 birds in your [forest]. Cache 1 [seed] from your supply on each.,FALSE,FALSE,FALSE,5,Bowl,2,55,TRUE,FALSE,FALSE,0,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eurasian Nuthatch,Sitta europaea,european,Brown,Food-related,"Gain 1 [seed] from the supply and cache it on this card. At any time, you may spend [seed] cached on this card.",FALSE,FALSE,FALSE,3,Cavity,3,25,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Eurasian Sparrowhawk,Accipiter nisus,european,White,Hunting and Fishing,"For each [rodent] in this bird's cost, you may pay 1 [card] from your hand instead. If you do, tuck the paid [card] behind this card.",TRUE,FALSE,FALSE,4,Platform,2,65,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Eurasian Tree Sparrow,Passer montanus,european,Pink,Food-related,"When another player takes the ""gain food"" action, gain 1 [seed] from the birdfeeder at the end of their turn.",FALSE,FALSE,FALSE,3,Cavity,4,21,TRUE,TRUE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
European Bee-Eater,Merops apiaster,european,Brown,Food-related,"Reset the birdfeeder. If you do, gain 1 [invertebrate] from the birdfeeder after resetting.",FALSE,FALSE,FALSE,3,Cavity,3,38,FALSE,TRUE,FALSE,2,0,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
European Goldfinch,Carduelis carduelis,european,Pink,Flocking,"When another player tucks a [card] for any reason, tuck 1 [card] from the deck behind this bird.",FALSE,TRUE,FALSE,6,Bowl,4,23,TRUE,TRUE,FALSE,0,2,0,1,0,0,0,FALSE,FALSE,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
European Honey Buzzard,Pernis apivorus,european,Teal,Food-related,"Reset the birdfeeder. If you do, gain all [invertebrate] in the birdfeeder after resetting.",FALSE,FALSE,FALSE,4,Platform,1,134,TRUE,FALSE,FALSE,1,0,0,0,0,0,1,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
European Robin,Erithacus rubecula,european,Brown,Food-related,"From the supply, gain 1 food of a type you already gained this turn.",FALSE,FALSE,FALSE,4,Bowl,4,22,TRUE,FALSE,FALSE,1,1,0,1,0,0,0,FALSE,FALSE,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
European Roller,Coracias garrulus,european,White,Other,"Place this bird sideways, so that it covers 2 [grassland] spaces. Pay the lower egg cost.",FALSE,FALSE,FALSE,3,Cavity,2,70,FALSE,TRUE,FALSE,1,0,0,0,1,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
European Turtle Dove,Streptopelia turtur,european,White,Other,"Draw 1 new bonus card. Then gain 1 [die] from the birdfeeder, lay 1 [egg] on any bird, or draw 1 [card].",FALSE,FALSE,TRUE,4,Platform,1,51,TRUE,TRUE,TRUE,0,2,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ferruginous Hawk,Buteo regalis,core,Brown,Hunting/Fishing,"Roll all dice not in birdfeeder. If any are [rodent], gain 1 [rodent] and cache it on this card.",TRUE,FALSE,FALSE,6,Platform,2,142,FALSE,TRUE,FALSE,0,0,0,0,2,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Fish Crow,Corvus ossifragus,core,Brown,Food from Supply,Discard 1 [egg] from any of your other birds to gain 1 [wild] from the supply.,FALSE,FALSE,FALSE,6,Platform,2,91,TRUE,TRUE,TRUE,0,0,1,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Forster's Tern,Sterna forsteri,core,Brown,Card-drawing,"Draw 1 [card]. If you do, discard 1 [card] from your hand at the end of your turn.",FALSE,FALSE,FALSE,4,Wild,2,79,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Franklin's Gull,Leucophaeus pipixcan,core,Brown,Card-drawing,Discard 1 [egg] to draw 2 [card].,FALSE,FALSE,FALSE,3,Wild,2,91,FALSE,TRUE,TRUE,0,0,1,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Galah,Eolophus roseicapilla,oceania,Brown,Hunting and fishing,"Choose 1 other player. They reset the birdfeeder and gain a [seed], if there is one. You tuck 2 [card] from the deck behind this bird.",FALSE,TRUE,FALSE,5,Cavity,2,75,TRUE,TRUE,FALSE,0,3,0,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Goldcrest,Regulus regulus,european,Brown,Other,"Discard 1 [card] from your hand. If you do, play another bird in your [forest]. Pay its normal food and egg cost.",FALSE,FALSE,FALSE,1,Bowl,6,15,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,FALSE,FALSE,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Golden Eagle,Aquila chrysaetos,core,Brown,Hunting/Fishing,"Look at a [card] from the deck. If <100cm, tuck it behind this bird. If not, discard it.",TRUE,FALSE,FALSE,8,Platform,1,201,FALSE,TRUE,TRUE,0,0,0,0,3,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Golden-Headed Cisticola,Cisticola exilis,oceania,White,NA,Play another bird in your [grassland]. Pay its normal cost with a 1 [egg] discount.,FALSE,FALSE,FALSE,1,Wild,3,15,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,FALSE,FALSE,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Gould's Finch,Erythrura gouldiae,oceania,Yellow,Flocking,"Play a bird. Pay its normal food and egg cost. If it has a ""when played"" or ""game end"" power, you may use it.",FALSE,FALSE,FALSE,3,Cavity,3,14,TRUE,TRUE,TRUE,0,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Grasshopper Sparrow,Ammodramus savannarum,core,Brown,Egg-laying,Lay 1 [egg] on any bird.,FALSE,FALSE,FALSE,2,Ground,2,20,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Gray Catbird,Dumetella carolinensis,core,Brown,Other,Repeat a brown power on one other bird in this habitat.,FALSE,FALSE,FALSE,5,Bowl,3,28,TRUE,TRUE,TRUE,1,0,0,2,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Great Blue Heron,Ardea herodias,core,White,Other,Play a second bird in your [wetland]. Pay its normal cost.,FALSE,FALSE,FALSE,5,Platform,2,183,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Great Crested Flycatcher,Myiarchus crinitus,core,Brown,Food from Birdfeeder,"Gain 1 [invertebrate] from the birdfeeder, if there is one.",FALSE,FALSE,FALSE,5,Cavity,3,33,TRUE,FALSE,FALSE,1,0,0,1,0,0,0,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Great Crested Grebe,Podiceps cristatus,european,Brown,Card-drawing,"Draw 1 [card] for each empty card slot in this row. At the end of your turn, keep 1 and discard the rest.",FALSE,FALSE,FALSE,3,Wild,2,65,FALSE,FALSE,TRUE,0,0,2,0,0,0,0,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Great Egret,Ardea alba,core,White,Other,Play a second bird in your [wetland]. Pay its normal cost.,FALSE,FALSE,FALSE,7,Platform,3,130,FALSE,FALSE,TRUE,0,0,2,0,1,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
Great Horned Owl,Bubo virginianus,core,Brown,Hunting/Fishing,"Look at a [card] from the deck. If <100cm, tuck it behind this bird. If not, discard it.",TRUE,FALSE,FALSE,8,Platform,2,112,TRUE,FALSE,FALSE,0,0,0,0,3,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
